dates,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
20180104,15.020743194123073,17.962213212095808,37.44353220025172,12.906429654010484,64.0285792059466,0.5161958742385739,17.82308974582022,2.05194615551965,4.825443233721587,33.09880818730622,3.0701375492875553,1.3505900646671913,12.115088469676975,20.03370772228709,0.24427096790478883,9.326084153660734,14.249791927936911,11.882315925239833,20.64980519085943,4.081246831163243
20180111,30.299517688296103,32.13234115472509,37.51163680500283,9.216521620722554,57.0936907395666,7.367416126777007,102.39688453691035,6.430068369562491,1.3686018739804775,9.935147879902253,8.492109979590985,11.395462610694498,14.23787580725875,69.4135757716311,7.685873076645483,14.990015415524436,6.159772983637437,1.4682887377724514,33.66031807694543,3.5256648598819624
20180118,50.040665442480595,19.471668265488574,44.55090084411874,10.454672475051947,64.52844233496616,32.89885026790895,323.2494107700557,34.68066971804774,0.7062704007094884,7.023110370095231,12.905562102325197,29.477598989093885,16.360565854271336,42.76484026002179,25.344001687053666,15.43862655608817,3.185404446857136,2.2930493746732834,74.23212326490918,17.09676479404289
20180125,30.34270671559486,15.8115657201676,20.121556804168012,21.23691693928358,40.71672897561516,21.500625922833215,403.7231175228242,17.602143655409993,0.16385400562838232,19.12330527128149,22.73383093961337,61.620608400736494,9.49545946001284,63.383145936007956,22.324058812938294,4.158187924111554,20.614067921251806,6.4506611757900325,62.224030336171836,17.096841166448872
20180201,20.31870351363757,26.683808545065215,13.858782391448447,22.612829314042838,12.842176618065782,30.545475806428268,523.4828605130969,11.386142163007067,3.503203456767706,21.10899714178081,62.56556329892521,39.47299630947819,20.50655434750808,64.12145619207219,9.592787169524748,1.3538611194099965,7.356476725067209,13.848479341826614,52.01750291877224,17.0781047890772
20180208,14.487956666393579,15.181282388392834,44.39294993201731,16.054018419302302,40.546560463613226,15.46605508436541,365.6879636345791,9.267431300996302,21.163134415116442,98.5685077747094,21.428345956632572,14.65024971112999,15.101144370245512,89.41279874997886,34.639843350912464,9.681751112290426,49.38151625744179,7.667477971725345,15.765324431342487,60.921993217115116
20180215,24.762654319592134,22.64543043048788,95.85788677717301,17.38492639786929,8.058449529675782,40.79477133416705,296.18033414117684,54.972477613719505,23.741221402204847,180.00618543792234,20.154130930042427,21.697532676769516,19.577736604196858,49.200065196663566,71.68699842080892,23.04131641477693,69.66528356557629,33.71448775449096,27.678859263165823,47.727097528826974
20180222,14.598763412677538,25.088660677350674,83.98978686642755,20.05257104490594,4.547761989105423,37.365806436841815,370.3276111809242,9.265400804141326,38.12938537123034,179.96349441179245,16.08369419922005,190.30232307380092,23.30152648688086,123.63241701711767,86.03005122027861,3.673392190154966,27.592720589238997,35.914518097868196,18.266912061033665,33.14436250805158
20180301,19.559807528647084,34.71064529582315,62.016984628840866,16.616801916278366,34.698836146183005,49.14509408887741,317.9174378509345,16.10067200822844,48.11262464138498,65.58992607077963,57.33328133654257,46.51092619008155,8.395582263097687,108.50533809253021,30.782400950361385,4.444284261477515,30.122731967059032,38.070622201993125,10.699593299021489,40.35356458404458
20180308,16.25682625845743,30.42795671081891,26.607190415480737,49.78032342895365,26.050628651790944,42.75113694090404,194.35013642290224,55.23059534802342,34.20832003962846,76.056350665925,70.36530558830594,36.09296522836857,6.609318110384914,89.09673935773372,16.618882030325924,6.834917667235711,60.77241120633557,23.330204885863395,13.118622448460805,17.495922953422635
