dates,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
20180104,14.99031953239102,9.476823515224252,9.264753261879124,4.779607250371282,11.123200673567895,9.981946800919491,42.033094771749674,5.531709086224582,2.4826568110290226,7.501607896242336,6.8803653084928325,10.337942621676625,4.908096140811429,41.85566515949594,1.8866436807083684,5.076321175467021,3.5099871340739464,3.710385126718626,11.76227150414605,6.482952228157308
20180111,16.08978030029528,13.298412907885469,13.555083244457757,8.516919027427566,8.183114843297368,20.570910422108163,34.741995177315,8.986602698913156,3.345311169467723,16.993829318439,21.75114679569877,19.195237058996202,22.09331753807593,31.191046035060342,3.1813304842738632,9.59603118247602,6.981134274016146,2.406393878338863,10.746340109131312,6.389484147485472
20180118,28.543816403471524,8.684536431617166,17.289523838202616,9.704036651020028,10.642681022180588,23.67611780734445,69.73068713925365,10.35098331537946,4.515437794638189,9.517596272651076,22.538013510340335,20.43808589952291,8.359548695792409,47.50146342742206,2.7831911330385837,13.294103839597591,10.78160203270229,4.587635100375549,14.470582838744866,13.996273703804077
20180125,20.01889101253977,19.696875175256064,28.93627363322344,11.552004308597946,9.540521817730175,14.673519971181355,67.80340987836806,13.163129645513644,22.032873583445692,16.692231791826327,17.527639824345407,26.855450310916407,8.431024354147063,37.36378224683525,5.019208550315197,16.37366391651604,13.68322950675205,7.312775689719241,12.525764684694195,12.64261562927866
20180201,10.715219148930379,23.07589188836721,71.99259828368574,14.896842966422843,11.273030098827824,17.150380676341893,111.66701489153981,30.064740473428493,20.743044639364086,31.53426118970349,21.79855854176909,33.03130683072554,14.505805325514267,56.35512753515271,2.70425962872139,10.255334338153238,13.458848233010544,9.808782279041047,17.36910576521615,12.14067789603609
20180208,5.749362594467871,16.800125355836617,73.44869028067828,27.82882642306777,12.520760358893329,20.933017405603376,265.79937394539513,38.79298594757435,20.255312393438103,55.34877839995159,48.94535509113141,34.45407319837307,31.227223633691725,100.90280860460106,16.99252492981786,8.95341750603794,17.363556888596396,11.514857672191635,17.116202304282233,18.273883020580037
20180215,8.21511143803777,33.6011640612725,74.6614145586837,24.77269696118956,10.304068947618193,21.009584248595583,110.84526354163687,46.55385271395427,29.651556960984994,24.91010649931521,30.275792345617564,44.62623314569556,30.61242850013339,170.39708924976185,11.112734962245131,11.719379343391456,22.662603167869488,17.940520078336213,12.018952811963844,16.72160187279097
20180222,8.915467092328836,25.792871258421386,46.72591276378751,32.94728335809621,11.48718396100095,21.032970640038894,233.99977496001367,46.5986349870318,31.88058282874016,29.035446320889854,43.09548597305435,81.31600839340594,15.37782136920747,113.5445212786455,20.61134858145275,17.480578612486003,35.529010526536226,29.382383114949985,14.270156806240676,17.117257405057405
20180301,13.310646622258194,23.8397998592329,56.211158850066425,34.189127300583685,20.288609792172625,39.452804138858525,103.30226853286037,31.759744910497382,41.075659096753625,17.223858572975082,71.03328254616576,48.780596286429834,12.81480177847555,69.84765094982926,6.713761970884528,25.87900393144805,28.12952040411786,16.60715601258553,8.17037652631471,20.5997581948395
20180308,6.9215913671607145,18.436234337856263,19.08092299484817,16.7493181252991,9.202483473194201,50.534725993390865,96.43584396382799,38.69395039586744,47.04591805102254,27.309146697785845,115.59966712773645,60.947792573567895,26.15953547045615,92.94042782162683,6.138974531291951,34.95060443041847,32.24236876103891,21.15704780940545,4.682093650125197,13.131578222498442
20180315,10.023010909240984,16.054273471664434,27.03823225947932,25.879848806998904,11.60001347083511,27.934085184560196,61.635850876301774,30.073251944528092,49.229482919244326,13.250386684174913,138.17752529552644,49.98672067339041,20.60281371035451,65.22295360064886,6.498762101623937,13.765401939624041,18.999814371903202,19.11867115406553,5.8086148555738255,11.568963067785363
20180322,8.023986207936721,8.27448310565644,48.48830523148388,15.31570878843836,5.933481931527497,20.449800590770966,53.99352110117011,13.24177333587078,28.294256115548922,20.53851275744541,175.52123217410457,56.56892525618395,21.94172576462521,81.75891573683884,4.3439104040019085,7.060671439633853,13.877376643684691,22.53623782429071,7.121814565138106,7.99815886726581
20180329,4.874839774109794,9.946154557875593,10.837312591314088,7.030954231995133,7.6283665340440185,15.656645034530284,40.70903193513401,9.303859587886526,22.23538084980164,11.836800303536343,121.75490222742931,28.2070473600064,6.850390042863041,36.8903351498485,5.101868530678306,3.6138479850115206,11.928474136691186,12.48169097569869,1.8705344576600011,10.759426482254616
20180405,1.7743733313929715,7.4205699710290585,11.905949229934885,4.118062987435901,3.7376937155435788,9.960814135028185,34.12301610841995,5.958434768232298,15.707270702222937,11.707921846821856,194.07519557297704,23.892500518929108,3.4320988899132985,20.520673737314272,2.4756421472609764,1.635088833322589,10.310536758950699,4.3624868438034,3.3855639868536214,8.459755463312876
20180412,0.7658474360998643,3.430019031914599,12.630241381750155,1.227304178790864,0.8423988991834519,2.6730432614936093,40.429289916911785,5.379143559311973,15.343311766867112,8.068430305855957,75.6436683949182,61.900567263723765,5.169500594491311,16.127445113950028,0.7762061648416336,1.823024340444099,4.603850415668498,4.003902328668582,1.67393882934207,2.7153753963104887
20180419,1.0644680828360782,5.776436682764768,3.995079516260055,0.24713077455241764,1.4836952426672716,2.9505302355463567,35.17318798478512,3.8202521636958875,3.5102591319456886,1.839710138494877,14.923181946874589,39.54657393666714,1.4891251549137416,7.172274184293029,0.08105867273472699,4.636063711685131,4.496972109255977,2.5245929372275313,0.6334584848850324,0.9092956685808716
