dates,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
20180104,14.02703988989851,13.901450532538519,24.443286716728817,8.324388289603398,40.8232434650651,6.081473582348083,34.15802834359648,3.186380836056335,3.5380279147366314,19.145123340242495,4.340416714119395,4.9750966409495865,7.9831448172410076,37.71683710296487,1.143912078910987,5.9801174138626525,8.723450851575262,8.428058227319385,20.270482532440262,5.29416545480967
20180111,24.459952852895118,24.11188714320664,26.136372400427796,7.47393401256211,34.14151647071505,16.106038192544997,79.05809981343468,5.15639614386677,0.9770369597380604,14.050620444869931,15.72738910188327,16.342632691803995,11.974243615873469,50.30250166187731,6.22061492215133,12.516864425498913,7.638638085073426,1.332490370715043,25.074361065053935,2.963993615458484
20180118,40.56196653933028,13.602329943386387,29.588310296113058,8.673405661424974,38.518516973814044,31.564913357272196,204.6517200066404,23.17144280278516,0.945321707756077,8.664852809753814,18.739833002342234,26.915915526440838,12.171496220621767,36.82270255162043,14.443173166521523,12.653304724062783,8.362860097020258,2.964812383513623,46.353957084356715,15.311908731988398
20180125,27.44537190587545,18.533156126526716,23.40295686245663,16.376001517590264,26.247281075280863,17.65369159471717,247.3294673149968,10.708680364787572,5.312658576052917,19.765899017486312,18.486249396721234,40.66973084402803,7.089334078594618,47.56264088497394,13.547539682046498,11.990048921423359,18.623478275895575,5.862359679596556,38.53299384243296,14.850613057159618
20180201,18.796527265618522,22.846094767411866,47.90117221342441,17.43958673417738,11.226547675409979,22.57289117579214,320.8681421157386,19.751058435868117,10.05926415478648,30.002016603502888,35.827813632686386,33.07857365208015,18.542004470981002,64.29907322904243,6.869440421107303,7.3957269745750285,13.99209067868745,11.851592795248798,32.023095182335354,16.538307400001376
20180208,11.190196076863414,15.370411514097832,59.37084645779443,20.440343388382523,25.91116073071408,17.970522142129386,329.0188091194317,22.053831279893608,20.565669267824468,93.67088573060548,26.106732114004004,19.40910410508854,22.79002629778986,99.98559970647742,31.641848722417258,8.327972127913894,34.99503552786283,12.661674418247513,16.04032055083145,42.66411146058124
20180215,17.014582460405297,32.77687751033945,84.93060392859798,21.019844857668872,8.102431148430206,34.95987304812086,226.4729759363411,42.874773449696235,25.33488585452801,108.4369946197042,21.948688177877123,28.008000498987613,31.720421900154594,98.28845428044718,46.13223005858255,16.73334873617124,41.134856322462504,28.7381045661783,22.055505387930218,34.712382976164996
20180222,12.427493584377823,22.457716718824617,71.67109426543576,25.674715194977843,9.376027212855105,29.530552696302347,352.2637667477603,32.535421306053735,33.40251941820277,108.37188739593097,25.23721944300702,134.25412080383967,18.621382059957323,119.58985373773547,56.86432423205796,6.440300196941035,33.22079491581489,30.889349306298115,19.1604011724471,29.57673190896224
20180301,19.00808104756464,25.774279930537617,60.76744515578803,21.928520986504118,34.72265263733123,46.429433094954014,216.86822246225316,26.176013034243656,45.40100117522755,45.304387612154606,53.576324540761576,49.77121919882343,7.858234301847919,95.43174606677634,19.504555486738916,16.0238108876537,32.61736210502341,24.95064183896594,11.763600232159536,34.18451866864417
20180308,13.935689765183195,27.123628108526255,24.023102880334253,32.605125280883186,18.225452854350916,54.401495039366786,149.65123222088175,56.20803986802831,39.61123141822125,52.24634839426382,94.11528235130667,48.53722321288624,18.980316261175698,94.88530510817208,12.19222824059098,32.1395506392023,49.32184595649325,23.91139503043154,9.939005161607758,16.824361601039623
20180315,31.251265004116835,37.39336921939917,35.542828090279436,38.53642099983964,19.626785220328756,60.98684516806812,131.54956744438954,58.34901225764356,46.579472160103,46.541167166027044,129.3684295853514,40.991793864969715,21.560952421084515,39.07362050515259,18.856999216671362,21.091904699611565,28.869165486198405,28.780322494163343,10.741730703349782,23.990653922088185
20180322,43.270516425360505,17.654000453554204,59.6733734275219,24.41809906260009,14.821718234271906,61.991230680955304,71.38569486902476,36.210988173836576,50.39681700633964,20.083320393501445,213.68354192419582,45.226255846800015,43.09640810008372,96.9601823117202,15.971365258636014,12.69412565554791,20.717493748338086,43.06486640632054,15.026480982773478,13.528943173684187
20180329,31.341684775313066,22.711418549971864,32.16959371166272,20.859571847706704,18.569099320443687,47.981658221162014,58.87604593537641,38.451517420048084,45.40433594446438,23.596190356241593,264.4182859977035,30.38350690134255,20.284503737389112,40.40511049270531,12.945948602043137,9.612187799862776,18.4461908710796,29.145749783606153,8.164097996372984,27.273413833683794
20180405,11.313593727914029,9.58889456711591,32.11007735228058,6.810999199439578,22.1283743509463,26.70541300887239,45.44701885211442,17.71333689737366,36.158673479404115,16.066591782656875,257.3679109370129,34.70194133285376,22.481944045543326,45.357770338388605,6.281353873747224,2.9032286366319555,38.3319568033446,13.551803633865806,18.401058290811065,27.632376461671875
20180412,3.383930294006791,10.288980061278531,44.28965889183909,5.760966621115385,6.623155689705286,8.685419804449948,62.11175465682416,8.450851118060003,40.470098962246055,25.85938305143711,151.25662011910939,236.21405383757943,55.720282900884996,38.893721538009196,4.820099180170571,7.3338780674781425,13.201794543236442,7.12452031143037,7.450822605941335,10.235548117007584
20180419,4.272414369035511,16.62784786793354,46.48275034024031,3.5145882805603903,6.986105144598203,7.789969396408673,78.52631474061968,12.832233968683656,13.778158567704898,6.562905533514552,53.27501901402615,95.2478744223137,18.637224800398716,32.72723548338404,0.7639207190576972,58.673511346264355,14.903404599443183,10.982581095943596,4.102891662578952,2.901116812524603
