,0
1998,8.467311111111112
1999,32.77088888888889
2000,26.788266666666665
2001,0.0
2002,11.404533333333331
2003,88.36488888888888
2004,270.3118666666667
2005,3.790088888888888
2006,47.96448888888889
2007,15.34546666666667
2008,271.8610888888889
2009,22.506444444444444
2010,10.347955555555556
2011,80.16986666666666
2012,41.77148888888889
2013,0.7078222222222222
2014,55.1273111111111
2015,0.9242000000000001
2016,3.132444444444445
2017,6.452488888888889
