,0
1998,10.297733333333333
1999,42.62559999999999
2000,23.576599999999996
2001,0.0
2002,11.740166666666669
2003,114.31306666666666
2004,358.9995666666667
2005,2.104233333333333
2006,23.760933333333337
2007,20.9678
2008,123.08473333333335
2009,18.5315
2010,0.0
2011,106.36233333333334
2012,49.48953333333334
2013,0.07423333333333333
2014,53.80926666666665
2015,0.0
2016,2.443166666666667
2017,7.846800000000001
